ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price,Total_Amount,,,,,
395,12/6/2023,CUST395,Male,50,Electronics,2,500,1000,,,,,
396,2/23/2023,CUST396,Female,55,Beauty,1,30,30,,,,,
397,3/10/2023,CUST397,Female,30,Beauty,1,25,25,,,,,
398,5/16/2023,CUST398,Female,48,Clothing,2,300,600,,,,,
399,3/1/2023,CUST399,Female,64,Beauty,2,30,60,,,,,
400,2/24/2023,CUST400,Male,53,Clothing,4,50,200,,,,,
401,10/11/2023,CUST401,Female,62,Clothing,1,300,300,,,,,
402,3/21/2023,CUST402,Female,41,Clothing,2,300,600,,,,,
403,5/20/2023,CUST403,Male,32,Clothing,2,300,600,,,,,
404,5/25/2023,CUST404,Male,46,Electronics,2,500,1000,,,,,
405,11/6/2023,CUST405,Female,25,Clothing,4,300,1200,,,,,
406,4/18/2023,CUST406,Female,22,Beauty,4,25,100,,,,,
407,6/25/2023,CUST407,Female,46,Electronics,3,300,900,,,,,
408,4/15/2023,CUST408,Female,64,Beauty,1,500,500,,,,,
409,12/18/2023,CUST409,Female,21,Electronics,3,300,900,,,,,
410,11/21/2023,CUST410,Female,29,Clothing,2,50,100,,,,,
411,5/16/2023,CUST411,Male,62,Electronics,4,50,200,,,,,
412,9/16/2023,CUST412,Female,19,Electronics,4,500,2000,,,,,
413,9/8/2023,CUST413,Female,44,Beauty,3,25,75,,,,,
414,5/9/2023,CUST414,Male,48,Beauty,4,25,100,,,,,
415,1/27/2023,CUST415,Male,53,Clothing,2,30,60,,,,,
416,2/17/2023,CUST416,Male,53,Electronics,4,500,2000,,,,,
417,11/21/2023,CUST417,Male,43,Electronics,3,300,900,,,,,
418,8/5/2023,CUST418,Female,60,Electronics,2,500,1000,,,,,
419,5/22/2023,CUST419,Female,44,Clothing,3,30,90,,,,,
420,1/23/2023,CUST420,Female,22,Clothing,4,500,2000,,,,,
421,1/2/2023,CUST421,Female,37,Clothing,3,500,1500,,,,,
422,6/20/2023,CUST422,Female,28,Clothing,3,30,90,,,,,
423,3/8/2023,CUST423,Female,27,Clothing,1,25,25,,,,,
424,11/23/2023,CUST424,Male,57,Beauty,4,300,1200,,,,,
425,5/15/2023,CUST425,Female,55,Electronics,4,30,120,,,,,
426,3/24/2023,CUST426,Male,23,Electronics,3,50,150,,,,,
427,8/15/2023,CUST427,Male,25,Electronics,1,25,25,,,,,
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200,,,,,
429,12/28/2023,CUST429,Male,64,Electronics,2,25,50,,,,,
430,8/7/2023,CUST430,Female,43,Electronics,3,300,900,,,,,
431,10/15/2023,CUST431,Male,63,Electronics,4,300,1200,,,,,
432,1/5/2023,CUST432,Female,60,Electronics,2,500,1000,,,,,
433,2/27/2023,CUST433,Male,29,Beauty,4,50,200,,,,,
434,2/8/2023,CUST434,Female,43,Electronics,2,25,50,,,,,
435,12/20/2023,CUST435,Female,30,Beauty,3,300,900,,,,,
436,3/18/2023,CUST436,Female,57,Clothing,4,30,120,,,,,
437,10/7/2023,CUST437,Female,35,Electronics,4,300,1200,,,,,
438,1/19/2023,CUST438,Female,42,Clothing,1,30,30,,,,,
439,7/9/2023,CUST439,Male,50,Clothing,3,25,75,,,,,
440,10/26/2023,CUST440,Male,64,Clothing,2,300,600,,,,,
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200,,,,,
442,3/17/2023,CUST442,Female,60,Clothing,4,25,100,,,,,
443,8/9/2023,CUST443,Male,29,Clothing,2,300,600,,,,,
444,3/7/2023,CUST444,Female,61,Clothing,3,30,90,,,,,
445,1/22/2023,CUST445,Female,53,Electronics,1,300,300,,,,,
446,6/7/2023,CUST446,Male,21,Electronics,1,50,50,,,,,
447,7/6/2023,CUST447,Male,22,Beauty,4,500,2000,,,,,
448,1/21/2023,CUST448,Female,54,Beauty,2,30,60,,,,,
449,7/3/2023,CUST449,Male,25,Electronics,4,50,200,,,,,
450,4/18/2023,CUST450,Female,59,Beauty,2,25,50,,,,,
451,12/16/2023,CUST451,Female,45,Electronics,1,30,30,,,,,
452,5/8/2023,CUST452,Female,48,Clothing,3,500,1500,,,,,
453,12/8/2023,CUST453,Female,26,Clothing,2,500,1000,,,,,
454,2/22/2023,CUST454,Female,46,Beauty,1,25,25,,,,,
455,7/1/2023,CUST455,Male,31,Electronics,4,25,100,,,,,
456,10/14/2023,CUST456,Male,57,Electronics,2,30,60,,,,,
457,7/28/2023,CUST457,Female,58,Beauty,3,300,900,,,,,
458,11/14/2023,CUST458,Female,39,Electronics,4,25,100,,,,,
459,3/21/2023,CUST459,Male,28,Clothing,4,300,1200,,,,,
460,5/2/2023,CUST460,Male,40,Beauty,1,50,50,,,,,
461,3/25/2023,CUST461,Female,18,Beauty,2,500,1000,,,,,
462,4/1/2023,CUST462,Male,63,Electronics,4,300,1200,,,,,
463,7/31/2023,CUST463,Female,54,Beauty,3,500,1500,,,,,
464,1/13/2023,CUST464,Male,38,Electronics,2,300,600,,,,,
465,4/2/2023,CUST465,Female,43,Electronics,3,50,150,,,,,
466,6/20/2023,CUST466,Male,63,Electronics,4,25,100,,,,,
467,7/30/2023,CUST467,Female,53,Electronics,3,50,150,,,,,
468,12/9/2023,CUST468,Male,40,Electronics,1,25,25,,,,,
469,5/8/2023,CUST469,Male,18,Beauty,3,25,75,,,,,
470,5/17/2023,CUST470,Female,57,Clothing,2,500,1000,,,,,
471,3/23/2023,CUST471,Male,32,Clothing,3,50,150,,,,,
472,12/26/2023,CUST472,Female,38,Beauty,3,300,900,,,,,
473,2/25/2023,CUST473,Male,64,Beauty,1,50,50,,,,,
474,7/15/2023,CUST474,Female,26,Clothing,3,500,1500,,,,,
475,1/20/2023,CUST475,Male,26,Clothing,3,25,75,,,,,
476,8/29/2023,CUST476,Female,27,Clothing,4,500,2000,,,,,
477,4/24/2023,CUST477,Male,43,Clothing,4,30,120,,,,,
478,4/13/2023,CUST478,Female,58,Clothing,2,30,60,,,,,
479,8/24/2023,CUST479,Male,52,Electronics,4,300,1200,,,,,
480,6/29/2023,CUST480,Female,42,Beauty,4,500,2000,,,,,
481,6/6/2023,CUST481,Female,43,Electronics,4,300,1200,,,,,
482,4/27/2023,CUST482,Female,28,Clothing,4,300,1200,,,,,
483,4/25/2023,CUST483,Male,55,Clothing,1,30,30,,,,,
484,1/13/2023,CUST484,Female,19,Clothing,4,300,1200,,,,,
485,12/4/2023,CUST485,Male,24,Electronics,1,30,30,,,,,
486,4/9/2023,CUST486,Female,35,Electronics,1,25,25,,,,,
487,7/24/2023,CUST487,Male,44,Clothing,4,500,2000,,,,,
488,6/18/2023,CUST488,Female,51,Electronics,3,300,900,,,,,
489,5/23/2023,CUST489,Male,44,Electronics,1,30,30,,,,,
490,2/5/2023,CUST490,Male,34,Clothing,3,50,150,,,,,
491,5/23/2023,CUST491,Female,60,Electronics,3,300,900,,,,,
492,6/29/2023,CUST492,Male,61,Beauty,4,25,100,,,,,
493,11/25/2023,CUST493,Male,41,Beauty,2,25,50,,,,,
494,9/18/2023,CUST494,Female,42,Beauty,4,50,200,,,,,
495,7/24/2023,CUST495,Male,24,Beauty,2,30,60,,,,,
496,12/14/2023,CUST496,Male,23,Clothing,2,300,600,,,,,
497,10/2/2023,CUST497,Male,41,Clothing,4,30,120,,,,,
498,6/19/2023,CUST498,Female,50,Clothing,4,25,100,,,,,
499,1/15/2023,CUST499,Male,46,Beauty,2,30,60,,,,,
500,3/1/2023,CUST500,Female,60,Beauty,4,25,100,,,,,
501,5/14/2023,CUST501,Male,39,Electronics,2,30,60,,,,,
,1/1/2023,,,,Beauty,,,0,,,,,
,1/2/2023,,,,Beauty,,,0,,,,,
,1/3/2023,,,,Beauty,,,0,,,,,
,1/6/2023,,,,Beauty,,,0,,,,,
,1/7/2023,,,,Beauty,,,0,,,,,
,1/8/2023,,,,Beauty,,,0,,,,,
,1/9/2023,,,,Beauty,,,0,,,,,
,1/10/2023,,,,Beauty,,,0,,,,,
,1/12/2023,,,,Beauty,,,0,,,,,
,1/13/2023,,,,Beauty,,,0,,,,,
,1/16/2023,,,,Beauty,,,0,,,,,
,1/18/2023,,,,Beauty,,,0,,,,,
,1/19/2023,,,,Beauty,,,0,,,,,
,1/20/2023,,,,Beauty,,,0,,,,,
,1/22/2023,,,,Beauty,,,0,,,,,
,1/23/2023,,,,Beauty,,,0,,,,,
,1/24/2023,,,,Beauty,,,0,,,,,
,1/25/2023,,,,Beauty,,,0,,,,,
,1/27/2023,,,,Beauty,,,0,,,,,
,1/28/2023,,,,Beauty,,,0,,,,,
,1/29/2023,,,,Beauty,,,0,,,,,
,1/31/2023,,,,Beauty,,,0,,,,,
,2/1/2023,,,,Beauty,,,0,,,,,
,2/2/2023,,,,Beauty,,,0,,,,,
,2/3/2023,,,,Beauty,,,0,,,,,
,2/5/2023,,,,Beauty,,,0,,,,,
,2/8/2023,,,,Beauty,,,0,,,,,
,2/9/2023,,,,Beauty,,,0,,,,,
,2/11/2023,,,,Beauty,,,0,,,,,
,2/12/2023,,,,Beauty,,,0,,,,,
,2/14/2023,,,,Beauty,,,0,,,,,
,2/15/2023,,,,Beauty,,,0,,,,,
,2/16/2023,,,,Beauty,,,0,,,,,
,2/18/2023,,,,Beauty,,,0,,,,,
,2/20/2023,,,,Beauty,,,0,,,,,
,2/24/2023,,,,Beauty,,,0,,,,,
,2/26/2023,,,,Beauty,,,0,,,,,
,2/28/2023,,,,Beauty,,,0,,,,,
,3/2/2023,,,,Beauty,,,0,,,,,
,3/4/2023,,,,Beauty,,,0,,,,,
,3/6/2023,,,,Beauty,,,0,,,,,
,3/8/2023,,,,Beauty,,,0,,,,,
,3/9/2023,,,,Beauty,,,0,,,,,
,3/11/2023,,,,Beauty,,,0,,,,,
,3/12/2023,,,,Beauty,,,0,,,,,
,3/13/2023,,,,Beauty,,,0,,,,,
,3/14/2023,,,,Beauty,,,0,,,,,
,3/15/2023,,,,Beauty,,,0,,,,,
,3/16/2023,,,,Beauty,,,0,,,,,
,3/17/2023,,,,Beauty,,,0,,,,,
,3/18/2023,,,,Beauty,,,0,,,,,
,3/19/2023,,,,Beauty,,,0,,,,,
,3/20/2023,,,,Beauty,,,0,,,,,
,3/23/2023,,,,Beauty,,,0,,,,,
,3/26/2023,,,,Beauty,,,0,,,,,
,3/27/2023,,,,Beauty,,,0,,,,,
,3/28/2023,,,,Beauty,,,0,,,,,
,3/29/2023,,,,Beauty,,,0,,,,,
,3/30/2023,,,,Beauty,,,0,,,,,
,3/31/2023,,,,Beauty,,,0,,,,,
,4/1/2023,,,,Beauty,,,0,,,,,
,4/2/2023,,,,Beauty,,,0,,,,,
,4/3/2023,,,,Beauty,,,0,,,,,
,4/4/2023,,,,Beauty,,,0,,,,,
,4/5/2023,,,,Beauty,,,0,,,,,
,4/6/2023,,,,Beauty,,,0,,,,,
,4/7/2023,,,,Beauty,,,0,,,,,
,4/8/2023,,,,Beauty,,,0,,,,,
,4/10/2023,,,,Beauty,,,0,,,,,
,4/11/2023,,,,Beauty,,,0,,,,,
,4/13/2023,,,,Beauty,,,0,,,,,
,4/14/2023,,,,Beauty,,,0,,,,,
,4/16/2023,,,,Beauty,,,0,,,,,
,4/17/2023,,,,Beauty,,,0,,,,,
,4/21/2023,,,,Beauty,,,0,,,,,
,4/22/2023,,,,Beauty,,,0,,,,,
,4/24/2023,,,,Beauty,,,0,,,,,
,4/26/2023,,,,Beauty,,,0,,,,,
,4/27/2023,,,,Beauty,,,0,,,,,
,4/29/2023,,,,Beauty,,,0,,,,,
,5/1/2023,,,,Beauty,,,0,,,,,
,5/3/2023,,,,Beauty,,,0,,,,,
,5/5/2023,,,,Beauty,,,0,,,,,
,5/10/2023,,,,Beauty,,,0,,,,,
,5/11/2023,,,,Beauty,,,0,,,,,
,5/12/2023,,,,Beauty,,,0,,,,,
,5/13/2023,,,,Beauty,,,0,,,,,
,5/14/2023,,,,Beauty,,,0,,,,,
,5/17/2023,,,,Beauty,,,0,,,,,
,5/18/2023,,,,Beauty,,,0,,,,,
,5/20/2023,,,,Beauty,,,0,,,,,
,5/21/2023,,,,Beauty,,,0,,,,,
,5/22/2023,,,,Beauty,,,0,,,,,
,5/24/2023,,,,Beauty,,,0,,,,,
,5/25/2023,,,,Beauty,,,0,,,,,
,5/26/2023,,,,Beauty,,,0,,,,,
,5/27/2023,,,,Beauty,,,0,,,,,
,5/28/2023,,,,Beauty,,,0,,,,,
,5/30/2023,,,,Beauty,,,0,,,,,
,5/31/2023,,,,Beauty,,,0,,,,,
,6/1/2023,,,,Beauty,,,0,,,,,
,6/2/2023,,,,Beauty,,,0,,,,,
,6/5/2023,,,,Beauty,,,0,,,,,
,6/6/2023,,,,Beauty,,,0,,,,,
,6/7/2023,,,,Beauty,,,0,,,,,
,6/8/2023,,,,Beauty,,,0,,,,,
,6/9/2023,,,,Beauty,,,0,,,,,
,6/10/2023,,,,Beauty,,,0,,,,,
,6/12/2023,,,,Beauty,,,0,,,,,
,6/13/2023,,,,Beauty,,,0,,,,,
,6/14/2023,,,,Beauty,,,0,,,,,
,6/16/2023,,,,Beauty,,,0,,,,,
,6/17/2023,,,,Beauty,,,0,,,,,
,6/18/2023,,,,Beauty,,,0,,,,,
,6/19/2023,,,,Beauty,,,0,,,,,
,6/20/2023,,,,Beauty,,,0,,,,,
,6/21/2023,,,,Beauty,,,0,,,,,
,6/25/2023,,,,Beauty,,,0,,,,,
,6/26/2023,,,,Beauty,,,0,,,,,
,6/27/2023,,,,Beauty,,,0,,,,,
,6/30/2023,,,,Beauty,,,0,,,,,
,7/2/2023,,,,Beauty,,,0,,,,,
,7/3/2023,,,,Beauty,,,0,,,,,
,7/4/2023,,,,Beauty,,,0,,,,,
,7/7/2023,,,,Beauty,,,0,,,,,
,7/8/2023,,,,Beauty,,,0,,,,,
,7/9/2023,,,,Beauty,,,0,,,,,
,7/10/2023,,,,Beauty,,,0,,,,,
,7/12/2023,,,,Beauty,,,0,,,,,
,7/13/2023,,,,Beauty,,,0,,,,,
,7/16/2023,,,,Beauty,,,0,,,,,
,7/17/2023,,,,Beauty,,,0,,,,,
,7/18/2023,,,,Beauty,,,0,,,,,
,7/19/2023,,,,Beauty,,,0,,,,,
,7/20/2023,,,,Beauty,,,0,,,,,
,7/21/2023,,,,Beauty,,,0,,,,,
,7/23/2023,,,,Beauty,,,0,,,,,
,7/25/2023,,,,Beauty,,,0,,,,,
,7/27/2023,,,,Beauty,,,0,,,,,
,7/29/2023,,,,Beauty,,,0,,,,,
,8/1/2023,,,,Beauty,,,0,,,,,
,8/2/2023,,,,Beauty,,,0,,,,,
,8/4/2023,,,,Beauty,,,0,,,,,
,8/6/2023,,,,Beauty,,,0,,,,,
,8/7/2023,,,,Beauty,,,0,,,,,
,8/8/2023,,,,Beauty,,,0,,,,,
,8/9/2023,,,,Beauty,,,0,,,,,
,8/10/2023,,,,Beauty,,,0,,,,,
,8/11/2023,,,,Beauty,,,0,,,,,
,8/12/2023,,,,Beauty,,,0,,,,,
,8/13/2023,,,,Beauty,,,0,,,,,
,8/14/2023,,,,Beauty,,,0,,,,,
,8/15/2023,,,,Beauty,,,0,,,,,
,8/16/2023,,,,Beauty,,,0,,,,,
,8/17/2023,,,,Beauty,,,0,,,,,
,8/18/2023,,,,Beauty,,,0,,,,,
,8/19/2023,,,,Beauty,,,0,,,,,
,8/20/2023,,,,Beauty,,,0,,,,,
,8/21/2023,,,,Beauty,,,0,,,,,
,8/22/2023,,,,Beauty,,,0,,,,,
,8/25/2023,,,,Beauty,,,0,,,,,
,8/26/2023,,,,Beauty,,,0,,,,,
,8/27/2023,,,,Beauty,,,0,,,,,
,8/29/2023,,,,Beauty,,,0,,,,,
,8/30/2023,,,,Beauty,,,0,,,,,
,9/2/2023,,,,Beauty,,,0,,,,,
,9/3/2023,,,,Beauty,,,0,,,,,
,9/4/2023,,,,Beauty,,,0,,,,,
,9/5/2023,,,,Beauty,,,0,,,,,
,9/6/2023,,,,Beauty,,,0,,,,,
,9/7/2023,,,,Beauty,,,0,,,,,
,9/9/2023,,,,Beauty,,,0,,,,,
,9/10/2023,,,,Beauty,,,0,,,,,
,9/11/2023,,,,Beauty,,,0,,,,,
,9/12/2023,,,,Beauty,,,0,,,,,
,9/13/2023,,,,Beauty,,,0,,,,,
,9/14/2023,,,,Beauty,,,0,,,,,
,9/15/2023,,,,Beauty,,,0,,,,,
,9/16/2023,,,,Beauty,,,0,,,,,
,9/19/2023,,,,Beauty,,,0,,,,,
,9/20/2023,,,,Beauty,,,0,,,,,
,9/21/2023,,,,Beauty,,,0,,,,,
,9/23/2023,,,,Beauty,,,0,,,,,
,9/24/2023,,,,Beauty,,,0,,,,,
,9/25/2023,,,,Beauty,,,0,,,,,
,9/26/2023,,,,Beauty,,,0,,,,,
,9/27/2023,,,,Beauty,,,0,,,,,
,9/29/2023,,,,Beauty,,,0,,,,,
,9/30/2023,,,,Beauty,,,0,,,,,
,10/1/2023,,,,Beauty,,,0,,,,,
,10/5/2023,,,,Beauty,,,0,,,,,
,10/6/2023,,,,Beauty,,,0,,,,,
,10/7/2023,,,,Beauty,,,0,,,,,
,10/8/2023,,,,Beauty,,,0,,,,,
,10/9/2023,,,,Beauty,,,0,,,,,
,10/14/2023,,,,Beauty,,,0,,,,,
,10/15/2023,,,,Beauty,,,0,,,,,
,10/16/2023,,,,Beauty,,,0,,,,,
,10/19/2023,,,,Beauty,,,0,,,,,
,10/20/2023,,,,Beauty,,,0,,,,,
,10/21/2023,,,,Beauty,,,0,,,,,
,10/22/2023,,,,Beauty,,,0,,,,,
,10/24/2023,,,,Beauty,,,0,,,,,
,10/25/2023,,,,Beauty,,,0,,,,,
,10/27/2023,,,,Beauty,,,0,,,,,
,10/28/2023,,,,Beauty,,,0,,,,,
,10/31/2023,,,,Beauty,,,0,,,,,
,11/1/2023,,,,Beauty,,,0,,,,,
,11/2/2023,,,,Beauty,,,0,,,,,
,11/3/2023,,,,Beauty,,,0,,,,,
,11/4/2023,,,,Beauty,,,0,,,,,
,11/5/2023,,,,Beauty,,,0,,,,,
,11/7/2023,,,,Beauty,,,0,,,,,
,11/9/2023,,,,Beauty,,,0,,,,,
,11/10/2023,,,,Beauty,,,0,,,,,
,11/11/2023,,,,Beauty,,,0,,,,,
,11/12/2023,,,,Beauty,,,0,,,,,
,11/13/2023,,,,Beauty,,,0,,,,,
,11/14/2023,,,,Beauty,,,0,,,,,
,11/15/2023,,,,Beauty,,,0,,,,,
,11/16/2023,,,,Beauty,,,0,,,,,
,11/19/2023,,,,Beauty,,,0,,,,,
,11/20/2023,,,,Beauty,,,0,,,,,
,11/21/2023,,,,Beauty,,,0,,,,,
,11/26/2023,,,,Beauty,,,0,,,,,
,11/28/2023,,,,Beauty,,,0,,,,,
,11/29/2023,,,,Beauty,,,0,,,,,
,11/30/2023,,,,Beauty,,,0,,,,,
,12/1/2023,,,,Beauty,,,0,,,,,
,12/2/2023,,,,Beauty,,,0,,,,,
,12/3/2023,,,,Beauty,,,0,,,,,
,12/6/2023,,,,Beauty,,,0,,,,,
,12/7/2023,,,,Beauty,,,0,,,,,
,12/8/2023,,,,Beauty,,,0,,,,,
,12/11/2023,,,,Beauty,,,0,,,,,
,12/13/2023,,,,Beauty,,,0,,,,,
,12/14/2023,,,,Beauty,,,0,,,,,
,12/16/2023,,,,Beauty,,,0,,,,,
,12/17/2023,,,,Beauty,,,0,,,,,
,12/18/2023,,,,Beauty,,,0,,,,,
,12/19/2023,,,,Beauty,,,0,,,,,
,12/21/2023,,,,Beauty,,,0,,,,,
,12/22/2023,,,,Beauty,,,0,,,,,
,12/24/2023,,,,Beauty,,,0,,,,,
,12/25/2023,,,,Beauty,,,0,,,,,
,12/28/2023,,,,Beauty,,,0,,,,,
,12/30/2023,,,,Beauty,,,0,,,,,
,12/31/2023,,,,Beauty,,,0,,,,,
,1/3/2023,,,,Clothing,,,0,,,,,
,1/5/2023,,,,Clothing,,,0,,,,,
,1/6/2023,,,,Clothing,,,0,,,,,
,1/7/2023,,,,Clothing,,,0,,,,,
,1/9/2023,,,,Clothing,,,0,,,,,
,1/10/2023,,,,Clothing,,,0,,,,,
,1/11/2023,,,,Clothing,,,0,,,,,
,1/12/2023,,,,Clothing,,,0,,,,,
,1/14/2023,,,,Clothing,,,0,,,,,
,1/15/2023,,,,Clothing,,,0,,,,,
,1/16/2023,,,,Clothing,,,0,,,,,
,1/18/2023,,,,Clothing,,,0,,,,,
,1/21/2023,,,,Clothing,,,0,,,,,
,1/22/2023,,,,Clothing,,,0,,,,,
,1/25/2023,,,,Clothing,,,0,,,,,
,1/30/2023,,,,Clothing,,,0,,,,,
,1/31/2023,,,,Clothing,,,0,,,,,
,2/4/2023,,,,Clothing,,,0,,,,,
,2/9/2023,,,,Clothing,,,0,,,,,
,2/10/2023,,,,Clothing,,,0,,,,,
,2/12/2023,,,,Clothing,,,0,,,,,
,2/13/2023,,,,Clothing,,,0,,,,,
,2/15/2023,,,,Clothing,,,0,,,,,
,2/16/2023,,,,Clothing,,,0,,,,,
,2/23/2023,,,,Clothing,,,0,,,,,
,2/25/2023,,,,Clothing,,,0,,,,,
,2/28/2023,,,,Clothing,,,0,,,,,
,3/1/2023,,,,Clothing,,,0,,,,,
,3/2/2023,,,,Clothing,,,0,,,,,
,3/3/2023,,,,Clothing,,,0,,,,,
,3/4/2023,,,,Clothing,,,0,,,,,
,3/5/2023,,,,Clothing,,,0,,,,,
,3/10/2023,,,,Clothing,,,0,,,,,
,3/11/2023,,,,Clothing,,,0,,,,,
,3/14/2023,,,,Clothing,,,0,,,,,
,3/15/2023,,,,Clothing,,,0,,,,,
,3/16/2023,,,,Clothing,,,0,,,,,
,3/19/2023,,,,Clothing,,,0,,,,,
,3/20/2023,,,,Clothing,,,0,,,,,
,3/22/2023,,,,Clothing,,,0,,,,,
,3/24/2023,,,,Clothing,,,0,,,,,
,3/25/2023,,,,Clothing,,,0,,,,,
,3/28/2023,,,,Clothing,,,0,,,,,
,3/30/2023,,,,Clothing,,,0,,,,,
,3/31/2023,,,,Clothing,,,0,,,,,
,4/1/2023,,,,Clothing,,,0,,,,,
,4/3/2023,,,,Clothing,,,0,,,,,
,4/5/2023,,,,Clothing,,,0,,,,,
,4/6/2023,,,,Clothing,,,0,,,,,
,4/7/2023,,,,Clothing,,,0,,,,,
,4/10/2023,,,,Clothing,,,0,,,,,
,4/11/2023,,,,Clothing,,,0,,,,,
,4/14/2023,,,,Clothing,,,0,,,,,
,4/15/2023,,,,Clothing,,,0,,,,,
,4/16/2023,,,,Clothing,,,0,,,,,
,4/17/2023,,,,Clothing,,,0,,,,,
,4/18/2023,,,,Clothing,,,0,,,,,
,4/19/2023,,,,Clothing,,,0,,,,,
,4/20/2023,,,,Clothing,,,0,,,,,
,4/23/2023,,,,Clothing,,,0,,,,,
,4/29/2023,,,,Clothing,,,0,,,,,
,4/30/2023,,,,Clothing,,,0,,,,,
,5/4/2023,,,,Clothing,,,0,,,,,
,5/5/2023,,,,Clothing,,,0,,,,,
,5/6/2023,,,,Clothing,,,0,,,,,
,5/10/2023,,,,Clothing,,,0,,,,,
,5/11/2023,,,,Clothing,,,0,,,,,
,5/12/2023,,,,Clothing,,,0,,,,,
,5/13/2023,,,,Clothing,,,0,,,,,
,5/14/2023,,,,Clothing,,,0,,,,,
,5/15/2023,,,,Clothing,,,0,,,,,
,5/17/2023,,,,Clothing,,,0,,,,,
,5/18/2023,,,,Clothing,,,0,,,,,
,5/19/2023,,,,Clothing,,,0,,,,,
,5/20/2023,,,,Clothing,,,0,,,,,
,5/21/2023,,,,Clothing,,,0,,,,,
,5/22/2023,,,,Clothing,,,0,,,,,
,5/23/2023,,,,Clothing,,,0,,,,,
,5/24/2023,,,,Clothing,,,0,,,,,
,5/25/2023,,,,Clothing,,,0,,,,,
,5/26/2023,,,,Clothing,,,0,,,,,
,5/27/2023,,,,Clothing,,,0,,,,,
,5/28/2023,,,,Clothing,,,0,,,,,
,5/29/2023,,,,Clothing,,,0,,,,,
,5/30/2023,,,,Clothing,,,0,,,,,
,5/31/2023,,,,Clothing,,,0,,,,,
,6/1/2023,,,,Clothing,,,0,,,,,
,6/2/2023,,,,Clothing,,,0,,,,,
,6/3/2023,,,,Clothing,,,0,,,,,
,6/4/2023,,,,Clothing,,,0,,,,,
,6/5/2023,,,,Clothing,,,0,,,,,
,6/6/2023,,,,Clothing,,,0,,,,,
,6/7/2023,,,,Clothing,,,0,,,,,
,6/8/2023,,,,Clothing,,,0,,,,,
,6/9/2023,,,,Clothing,,,0,,,,,
,6/10/2023,,,,Clothing,,,0,,,,,
,6/11/2023,,,,Clothing,,,0,,,,,
,6/12/2023,,,,Clothing,,,0,,,,,
,6/13/2023,,,,Clothing,,,0,,,,,
,6/14/2023,,,,Clothing,,,0,,,,,
,6/15/2023,,,,Clothing,,,0,,,,,
,6/16/2023,,,,Clothing,,,0,,,,,
,6/17/2023,,,,Clothing,,,0,,,,,
,6/18/2023,,,,Clothing,,,0,,,,,
,6/19/2023,,,,Clothing,,,0,,,,,
,6/20/2023,,,,Clothing,,,0,,,,,
,6/21/2023,,,,Clothing,,,0,,,,,
,6/22/2023,,,,Clothing,,,0,,,,,
,6/23/2023,,,,Clothing,,,0,,,,,
,6/24/2023,,,,Clothing,,,0,,,,,
,6/25/2023,,,,Clothing,,,0,,,,,
,6/26/2023,,,,Clothing,,,0,,,,,
,6/27/2023,,,,Clothing,,,0,,,,,
,6/28/2023,,,,Clothing,,,0,,,,,
,6/29/2023,,,,Clothing,,,0,,,,,
,6/30/2023,,,,Clothing,,,0,,,,,
,7/1/2023,,,,Clothing,,,0,,,,,
,7/2/2023,,,,Clothing,,,0,,,,,
,7/3/2023,,,,Clothing,,,0,,,,,
,7/4/2023,,,,Clothing,,,0,,,,,
,7/5/2023,,,,Clothing,,,0,,,,,
,7/6/2023,,,,Clothing,,,0,,,,,
,7/7/2023,,,,Clothing,,,0,,,,,
,7/8/2023,,,,Clothing,,,0,,,,,
,7/9/2023,,,,Clothing,,,0,,,,,
,7/10/2023,,,,Clothing,,,0,,,,,
,7/11/2023,,,,Clothing,,,0,,,,,
,7/12/2023,,,,Clothing,,,0,,,,,
,7/13/2023,,,,Clothing,,,0,,,,,
,7/14/2023,,,,Clothing,,,0,,,,,
,7/15/2023,,,,Clothing,,,0,,,,,
,7/16/2023,,,,Clothing,,,0,,,,,
,7/17/2023,,,,Clothing,,,0,,,,,
,7/18/2023,,,,Clothing,,,0,,,,,
,7/19/2023,,,,Clothing,,,0,,,,,
,7/20/2023,,,,Clothing,,,0,,,,,
,7/21/2023,,,,Clothing,,,0,,,,,
,7/22/2023,,,,Clothing,,,0,,,,,
,7/23/2023,,,,Clothing,,,0,,,,,
,7/24/2023,,,,Clothing,,,0,,,,,
,7/25/2023,,,,Clothing,,,0,,,,,
,7/26/2023,,,,Clothing,,,0,,,,,
,7/27/2023,,,,Clothing,,,0,,,,,
,7/28/2023,,,,Clothing,,,0,,,,,
,7/29/2023,,,,Clothing,,,0,,,,,
,7/30/2023,,,,Clothing,,,0,,,,,
,7/31/2023,,,,Clothing,,,0,,,,,
,8/1/2023,,,,Clothing,,,0,,,,,
,8/2/2023,,,,Clothing,,,0,,,,,
,8/3/2023,,,,Clothing,,,0,,,,,
,8/4/2023,,,,Clothing,,,0,,,,,
,8/5/2023,,,,Clothing,,,0,,,,,
,8/6/2023,,,,Clothing,,,0,,,,,
,8/7/2023,,,,Clothing,,,0,,,,,
,8/8/2023,,,,Clothing,,,0,,,,,
,8/9/2023,,,,Clothing,,,0,,,,,
,8/10/2023,,,,Clothing,,,0,,,,,
,8/11/2023,,,,Clothing,,,0,,,,,
,8/12/2023,,,,Clothing,,,0,,,,,
